Company Name,Company Street,Postal Code,City,C/O,Last Name,First Name,Linkedin Profile
Fracht South America AG,Birsigstrasse 79,4054,Basel,,Reisdorf,Rudolf,
Fracht South America AG,Birsigstrasse 79,4054,Basel,,Reges,Beate,
Fracht South America AG,Birsigstrasse 79,4054,Basel,,Suter,Pascal,
Fracht South America AG,Birsigstrasse 79,4054,Basel,,Abelia Wirtschaftsprüfung und Beratung AG (CHE-112.589.333) [ CH-270.3.013.636-8],,
Fracht South America AG,Birsigstrasse 79,4054,Basel,,Dusé,Catherine,
Fracht South America AG,Birsigstrasse 79,4054,Basel,,Valli,Daniela,
Franz Meier Immobilien AG,Bognau 2.1,6216,Mauensee,,Meier,Martin,
Franz Meier Immobilien AG,Bognau 2.1,6216,Mauensee,,Meier,Stefan,
Frauenschuh Vertriebs Schweiz GmbH,Furkagasse 6,6490,Andermatt,,Simon Frauenschuh GmbH (FN 446562 i),,
Frauenschuh Vertriebs Schweiz GmbH,Furkagasse 6,6490,Andermatt,,Frauenschuh,Simon,
Frauenschuh Vertriebs Schweiz GmbH,Furkagasse 6,6490,Andermatt,,Bürgi-Schneider,Gudrun,
Frei's Thai Massage,Gutstrasse 40,8400,Winterthur,c/o Pornphan Frei,Pornphan,Frei,
Frei Zeit IT,Froburgstrasse 71,4410,Liestal,,Frei,René,
Freshpack AG,St. Alban-Anlage 58,4052,Basel,,Stamenov,Igor,
Freshpack AG,St. Alban-Anlage 58,4052,Basel,,Parrat-Pelonio,Christian Gabriel Henri,
Friederichs Garten- und Immobilienservice,Windentalstrasse 10,5704,Egliswil,,Friederichs,Oliver Franz Josef,
FSTKD Fachschule für Technischen Kundendienst Markus Volkart,Turicaphonstrasse 11,8616,Riedikon,,Volkart,Markus,
FSTKD Fachschule für Technischen Kundendienst Markus Volkart,Turicaphonstrasse 11,8616,Riedikon,,Volkart,Sonja,
Fusstraum Sonja Degen,Friedhofstrasse 14,5610,Wohlen AG,,Degen,Sonja,
Futter 24 Dominik Müller,Frauenfelderstrasse 65,9548,Matzingen,,Müller,Dominik,
Futter 24 Dominik Müller,Frauenfelderstrasse 65,9548,Matzingen,,Ulmer,Larissa Maria,
GAEA AG,Schifflände 26,8001,Zürich,,Staffieri Scherrer,Emanuela,
GAEA AG,Schifflände 26,8001,Zürich,,Aygül,Bahadir,
Garage City AG,Kantonsstrasse 53,3930,Visp,,Burgener,Iwan,
Garage City AG,Kantonsstrasse 53,3930,Visp,,Truffer,Kevin Lukas,
Garage City AG,Kantonsstrasse 53,3930,Visp,,Truffer,Mike Rainer,
Garage City AG,Kantonsstrasse 53,3930,Visp,,KMU Treuhand und Revisions AG (CHE-142.749.653),,
Garage Obradovic,Rheinstrasse 30,7203,Trimmis,,Obradovic,Milos,
Garage Obradovic,Rheinstrasse 30,7203,Trimmis,,Obradovic,Marija,
Garcia Avile - Interior Design & Raumplanung,Längackerweg 10,2557,Studen BE,,Garcia Avile,Besjana,
Garcia Avile - Interior Design & Raumplanung,Längackerweg 10,2557,Studen BE,,Garcia Avile,Angel David,
Gashi Reinigung,Kreuzhausweg 3,6010,Kriens,,Gashi,Florent,
Gashi's Timelessness,Pilatusstrasse 11,6020,Emmenbrücke,,Gashi,Fetije,
Gastro Gaststube Tempel GmbH,Tempelstrasse 20,3608,Thun,,Sterk,Agit,
Gastro Gaststube Tempel GmbH,Tempelstrasse 20,3608,Thun,,Canolli,Ramadan,
Gastronomie F&R GmbH,Bahnhofstrasse 1,2542,Pieterlen,,Da Silva Ribeiro,Frederico Edgar,
Gattlen Group AG,Wehreyering 45,3930,Visp,,Gattlen,Jan,
Gattlen Group AG,Wehreyering 45,3930,Visp,,Bürcher,Iwan,
GBL by Krüger,Alte Landstrasse 298,8708,Männedorf,,Krüger,Alessandra,
Genossenschaft Energieland Obwalden,Spitalmattenweg 7,6060,Sarnen,,Wannemacher,Markus,
Genossenschaft Energieland Obwalden,Spitalmattenweg 7,6060,Sarnen,,Hess,Adrian,
Genossenschaft Energieland Obwalden,Spitalmattenweg 7,6060,Sarnen,,Stettler,Urs Jürg,
Genossenschaft Energieland Obwalden,Spitalmattenweg 7,6060,Sarnen,,Wermelinger,Bruno Max,
Genossenschaft Energieland Obwalden,Spitalmattenweg 7,6060,Sarnen,,Zwicky,Peter,
Genossenschaft Energieland Obwalden,Spitalmattenweg 7,6060,Sarnen,,Hess,Cornelia,
Genossenschaft Freunde des Casa Anna,Oetlingerstrasse 160,4057,Basel,c/o Laurenz Fregnan,Fregnan,Laurenz Federico,
Genossenschaft Freunde des Casa Anna,Oetlingerstrasse 160,4057,Basel,c/o Laurenz Fregnan,Aebli,Isabelle,
Genossenschaft Freunde des Casa Anna,Oetlingerstrasse 160,4057,Basel,c/o Laurenz Fregnan,Kim,David Pascal,
Genossenschaft Freunde des Casa Anna,Oetlingerstrasse 160,4057,Basel,c/o Laurenz Fregnan,Naef,René,
Genovese Consulting,Riedpark 7,6300,Zug,,Genovese,Marcello Fabiano Hans,
Gentlemen's Barbershop Ristov,Solothurnstrasse 3,2540,Grenchen,,Ristov,Trajche,
G-hair Osmani,Baselstrasse 10,6210,Sursee,,Osmani,Vlora,
G-hair Osmani,Baselstrasse 10,6210,Sursee,,Osmani,Gezim,
Gilgamesch GmbH,Neuhausweg 21,3027,Bern,,Mahmood,Omar Ali,
Gionda Holding GmbH,Veja da Latsch 52,7484,Latsch,,Florinett,Arno,
Gionda Holding GmbH,Veja da Latsch 52,7484,Latsch,,Florinett,Remo,
Giuliani Hönger Partner Holding AG,Kanzleistrasse 57,8004,Zürich,c/o giuliani.hönger ag,Künzler,Martin,
Giuliani Hönger Partner Holding AG,Kanzleistrasse 57,8004,Zürich,c/o giuliani.hönger ag,Greiner,Jochen Tobias,
Giuliani Hönger Partner Holding AG,Kanzleistrasse 57,8004,Zürich,c/o giuliani.hönger ag,Barben,Patric Andreas,
Giuliani Hönger Partner Holding AG,Kanzleistrasse 57,8004,Zürich,c/o giuliani.hönger ag,Cortesi,Mirco,
Giuliani Hönger Partner Holding AG,Kanzleistrasse 57,8004,Zürich,c/o giuliani.hönger ag,Senn,Christian Michael,
GlanzTech Pulverbeschichtungen Ogbeide,Dennliweg 9,4900,Langenthal,,Ogbeide,Mason,
Göksu Grosshandel und Transport,Industriestrasse 173a,8957,Spreitenbach,,Göksu,Ömer,
Golden Coiffeur Hadawi,Hauptstrasse 23,5726,Unterkulm,,Hadawi,Moustafa,
Goldgass AG,Kolinplatz 10,6300,Zug,,Aklin,Marco,
golnsure AG,Gewerbestrasse 6,6330,Cham,,Bisang,Viktor,
golnsure AG,Gewerbestrasse 6,6330,Cham,,Schürch,Daniel Thomas,
gomes aguiar kreativkauf,Aeussere Lange Heid 14,4142,Münchenstein,,Gomes Aguiar,Bruno,
graf.construction,Espenstrasse 92,8408,Winterthur,c/o Christian Graf,Graf,Christian,
Gravur Kreation Stepanovic,Mettmenhaslistrasse 32,8155,Niederhasli,,Stepanovic,Vesna,
"Graziano Reinigungen, Inh. Stallone",Chuntestrasse 34,5312,Döttingen,,Stallone,Bartolomeo,
Green Duck GmbH,Baarerstrasse 8,6300,Zug,c/o eMBe Finanz GmbH,Madsen,Thomas Juel,
Groeneweg Consulting,Inzlingerstrasse 239,4125,Riehen,c/o Estella Groeneweg,Groeneweg,Estella,
GRO Foundation,Seestrasse 87,6052,Hergiswil NW,,Schwarz,Manuel Elmar Alexander,
GRO Foundation,Seestrasse 87,6052,Hergiswil NW,,Zahid-Shubbar,Heba,
GRO Foundation,Seestrasse 87,6052,Hergiswil NW,,Quadis Revisionen GmbH (CHE-485.142.969),,
Groove Agency Sàrl,Florastrasse 25,4500,Solothurn,bei Letizia Jakob,Morgado Vasques Libânio,Artur,
grow2learn GmbH,Hauptstrasse 94,4147,Aesch BL,,Isenegger,Dominik Stefan,
grow2learn GmbH,Hauptstrasse 94,4147,Aesch BL,,Isenegger,Laura,
GrowthTrust GmbH,Sommerweid 4,6362,Stansstad,,,,
Grundauf AG,Fliederweg 8,5036,Oberentfelden,,Karaboga,Emrah,
Grundauf AG,Fliederweg 8,5036,Oberentfelden,,Müller,Samuel,
Haas Malerdesign GmbH,Rütistrasse 41,9050,Appenzell,,Haas,Michael,
Haas Malerdesign GmbH,Rütistrasse 41,9050,Appenzell,,Mosca Holding GmbH (CHE-163.833.147),,
Haas Malerdesign GmbH,Rütistrasse 41,9050,Appenzell,,Moscatiello,Gionata,
Habegger Holzbau,Stampfiweg 2,4564,Zielebach,,Habegger,Stefan,
Haip Studio GmbH,Via Punt la Reisga 3,7017,Flims Dorf,,Iliano,Nicholas,
Haip Studio GmbH,Via Punt la Reisga 3,7017,Flims Dorf,,Frischknecht,Dirk,
Haip Studio GmbH,Via Punt la Reisga 3,7017,Flims Dorf,,Iliano,Frederick,
Haip Studio GmbH,Via Punt la Reisga 3,7017,Flims Dorf,,Steinbacher,Jonas,
Halal Take-Away GmbH,Niklaus Wengi-Strasse 61,2540,Grenchen,,El Ech,Saif-Eddine,
Halidi Group,Langäckerstrasse 8,8957,Spreitenbach,,Halidi,Besim,
Handwerk im Detail Bálint Gojdár,Buhwilerstrasse 4,8577,Schönholzerswilen,,Gojdár,Bálint,
HAN System GmbH,Werchlaubengässli 3,6004,Luzern,,Imal,Mustafa,
HAN System GmbH,Werchlaubengässli 3,6004,Luzern,,Imbach,Daniel Johann,
"Happy Slipper, inh. Sefer",Unterm Aspalter 20,5106,Veltheim AG,,Sefer,Manuela,
Hasenberg Gastro AG,Hasenbergstrasse 74,8967,Widen,,Haxhiu,Sefer,
Hasenberg Gastro AG,Hasenbergstrasse 74,8967,Widen,,Basha,Mulë,
Hauswirtschaftsdienst Abdulamiti,Blumenrain 3,2575,Täuffelen,,Abdulamiti,Imrzat,
Hauswirtschaftsdienst Abdulamiti,Blumenrain 3,2575,Täuffelen,,Abdulamiti,Kjenan,
HEDON gmbh,Studenbühlstrasse 20,8832,Wollerau,,Crosier,Dario,
Helfurtica KLG,Jupiterstrasse 27,3015,Bern,,Neuenschwander,Mirco,
Helfurtica KLG,Jupiterstrasse 27,3015,Bern,,Spring,Lara,
HEMS-Group AG,Kronenhalde 11,3400,Burgdorf,,Hebeisen,Mathias Marc,
HEMS-Group AG,Kronenhalde 11,3400,Burgdorf,,Herrmann,Stefan,
Heusdens Business Solutions,Lindenweg 7,5454,Bellikon,,Heusdens,Christiaan André,
Hirt Consulting,Pilgerweg 92,8802,Kilchberg ZH,,Hirt,Arne,
"HJD Services, Projekte und Dienstleistungen, Hans-Jürg Dettwiler",Breitenweg 17,4436,Oberdorf BL,,Dettwiler,Hans-Jürg,
HKS Swiss GmbH,Mühlentalstrasse 34,8200,Schaffhausen,,Shahzad,Hafiz Khurram,
Holzbau Linth AG,Gewerbestrasse 3,8737,Gommiswald,,Duft-Küng,Janine,
Holzbau Linth AG,Gewerbestrasse 3,8737,Gommiswald,,Eberle,Remo,
Holzbau Linth AG,Gewerbestrasse 3,8737,Gommiswald,,Küng,Bruno,
Holzbau Linth AG,Gewerbestrasse 3,8737,Gommiswald,,Küng,Domenic,
Holzbau Linth AG,Gewerbestrasse 3,8737,Gommiswald,,OBT AG,Zweigniederlassung Rapperswil SG (CHE-193.282.619),
Holzbau Stegmüller GmbH,Ausserfeldstrasse 13,4228,Erschwil,,Stegmüller,Fabian,
Holzbau Stegmüller GmbH,Ausserfeldstrasse 13,4228,Erschwil,,Stegmüller,Margrit,
Home Gstaad AG,Sportzentrumstrasse 11,3780,Gstaad,,Thönen,Claudio Frédéric,
Home Gstaad AG,Sportzentrumstrasse 11,3780,Gstaad,,Thönen,Frederic Ulrich,
"Honegger AG, Zweigniederlassung Winterthur",Sulzerallee 70,8404,Winterthur,,Özdemir,Özcan,
"Hörberatung Limmattal, Inhaber Raif Coskun",Landstrasse 118,5430,Wettingen,,Coskun,Raif Mithat,
Howell Guisan AG,Postgasse 9,3800,Interlaken,c/o Howell Home AG,Hofstetter,Benjamin,
Howell Guisan AG,Postgasse 9,3800,Interlaken,c/o Howell Home AG,Müller,Patrick,
HRO Beteiligungen AG,Obere Spichermatt 12,6370,Stans,,Rosen,Hermann,
HRO Beteiligungen AG,Obere Spichermatt 12,6370,Stans,,Kille,Oliver,
HRO Beteiligungen AG,Obere Spichermatt 12,6370,Stans,,PricewaterhouseCoopers AG (CHE-434.873.063),,
Huusvernetzig KLG,Lindenhof 4,5430,Wettingen,c/o Pavle Cvetkovic,Cvetkovic,Pavle,
Huusvernetzig KLG,Lindenhof 4,5430,Wettingen,c/o Pavle Cvetkovic,Moshonas,Nikolaos,
Huusvernetzig KLG,Lindenhof 4,5430,Wettingen,c/o Pavle Cvetkovic,Stutz,Nico,
Huwiler Plus GmbH,Station 6,3148,Lanzenhäusern,,Huwiler,Reto Cédric,
IB BauConsulting GmbH,Hans Rölli-Strasse 24,8127,Forch,c/o Ingo Brinkmann,Brinkmann,Ingo,
IB BauConsulting GmbH,Hans Rölli-Strasse 24,8127,Forch,c/o Ingo Brinkmann,Hohermuth Brinkmann,Simone Elisabeth,
Iftest Medical Manufacturing AG,Schwimmbadstrasse 41,5430,Wettingen,,Kupper,Christian Hans Walter,
Iftest Medical Manufacturing AG,Schwimmbadstrasse 41,5430,Wettingen,,D'Amore,Massimiliano,
Iftest Medical Manufacturing AG,Schwimmbadstrasse 41,5430,Wettingen,,Schulz,Jürgen,
Ignotus GmbH,Neubadstrasse 57,4054,Basel,,Leuzinger,Benjamin,
Ignotus GmbH,Neubadstrasse 57,4054,Basel,,Bloch,Jan Marc,
Ilias Transporte,Rüchligweg 101,4125,Riehen,,Ilias,Maksymilian Denis,
ilogs healthcare GmbH,Flurstrasse 30,8048,Zürich,,,,
ilogs healthcare GmbH,Flurstrasse 30,8048,Zürich,,Liebhart,Walter,
ilogs healthcare GmbH,Flurstrasse 30,8048,Zürich,,Hauser,Marco,
immoni AG,Römerstrasse 138,8404,Winterthur,,Mati,Dominik,
immoni AG,Römerstrasse 138,8404,Winterthur,,Aliji,Nadri,
ImmoReliance GmbH,Schifflände 26,8001,Zürich,c/o Enterprise Treuhand Partners GmbH,Schär,Joel,
ImmoReliance GmbH,Schifflände 26,8001,Zürich,c/o Enterprise Treuhand Partners GmbH,Fuchs,Nadine,
IMPERATORE ALESSI,Saumstrasse 18,8003,Zürich,,Imperatore Alessi,Giuseppe,
Import + Export Inci,Kornhausplatz 7,3011,Bern,,Inci,Özkan,
Impuls 24 Nastos & Roder KLG,Grossmatt 4,6314,Unterägeri,,Nastos,Yvonne,
Impuls 24 Nastos & Roder KLG,Grossmatt 4,6314,Unterägeri,,Roder,Daniel,
In Balance Pilatesflows Petra Furrer,Ziegelackerstrasse 64,4313,Möhlin,,Furrer,Petra,
INFINITE BAU AG,Lagerstrasse 14,8600,Dübendorf,,Kessi,Alex,
Infra Elm AG,Obmoos,8767,Elm,,Bettiga,Andrea,
Infra Elm AG,Obmoos,8767,Elm,,Baumgartner,Samuel,
Infra Elm AG,Obmoos,8767,Elm,,Gantenbein,Sven,
Infra Elm AG,Obmoos,8767,Elm,,Hug,Rafaela,
Infra Elm AG,Obmoos,8767,Elm,,Landolt,Bruno Erich,
Infra Elm AG,Obmoos,8767,Elm,,VTB Verwaltung,Treuhand und Beratung AG (CHE-101.686.179),
inmega gmbh,Herblingerstrasse 116,8207,Schaffhausen,,Gall,Martin René,
inmega gmbh,Herblingerstrasse 116,8207,Schaffhausen,,Meili,Silvano,
Innenausbau Dobosi,Weissbadstrasse 8b,9050,Appenzell,c/o Fasoon AG,Dobosi,Istvan Tamas,
Innoloza Lozic,Husächerstrasse 6,8907,Wettswil,,Lozic,Amel,
InnovAction GmbH,Hueberstrasse 8a,8304,Wallisellen,,Striebel,Robin Heinz Stefan,
InnovAction GmbH,Hueberstrasse 8a,8304,Wallisellen,,Kratz,Isis Patrizia,
InsektoPro GmbH,Aachwiesen 2,8599,Salmsach,,De Rosa,Patrizio Andrea,
InsektoPro GmbH,Aachwiesen 2,8599,Salmsach,,Inauen,Dominik Christoph,
InsektoPro GmbH,Aachwiesen 2,8599,Salmsach,,Inauen,Janine,
InsektoPro GmbH,Aachwiesen 2,8599,Salmsach,,Schubert,Sarah,
Institut für Traumaintegration NSTI AG,Hotwiel 1,8634,Hombrechtikon,,Maurer,Stéphanie,
Institut für Traumaintegration NSTI AG,Hotwiel 1,8634,Hombrechtikon,,Pollastri,Marco,
INTER ACT Ziegler GmbH,Kaiserstrasse 23,4310,Rheinfelden,,Ziegler,Christine Regula,
"IQUINOX Prüfungen und Beratungen, Stefan Heumesser",Missionsstrasse 48,4055,Basel,,Heumesser,Stefan,
Jennifer Melchert Consulting,Hinterdorfstrasse 15,8455,Rüdlingen,,Melchert,Jennifer,
JKG Verwaltungs GmbH,Neumattstrasse 45,4227,Büsserach,,Kübler,Janick,
JKG Verwaltungs GmbH,Neumattstrasse 45,4227,Büsserach,,Grunauer,Kay Ronny,
Jochum Reviews,Hühnerbühlstrasse 4,3065,Bolligen,,Jochum,Michael,
Jörg Waidelich Handelsagentur,Spychertenstrasse 11,3652,Hilterfingen,c/o Evond Treuhand AG,Waidelich,Jörg,
Jual Café GmbH,Waldheimstrasse 28,3012,Bern,,Furtwängler,Pascal,
Jual Café GmbH,Waldheimstrasse 28,3012,Bern,,Linder,Julia,
Junjo,Dianaweg 14,3097,Liebefeld,c/o Lukas Berger,Berger,Lukas,
Junjo,Dianaweg 14,3097,Liebefeld,c/o Lukas Berger,Eggenberg,Levin,
Junjo,Dianaweg 14,3097,Liebefeld,c/o Lukas Berger,Arneberg,Frédéric Christian,
Junjo,Dianaweg 14,3097,Liebefeld,c/o Lukas Berger,Glauser,Niclas Robin,
Jura Automobile A. Fragale AG,Bielstrasse 1,2544,Bettlach,,Fragale,Alessandro,
Juric Connect GmbH,Schaffhauserstrasse 151,8302,Kloten,,Juric,Mijo,
JUST BE Estates AG,Weite Gasse 13,5400,Baden,,Saija,Jean-Paul Philipp,
JUST BE Estates AG,Weite Gasse 13,5400,Baden,,Keller,Kurt,
JUST BE Estates AG,Weite Gasse 13,5400,Baden,,Lafranchi,Guy,
Jwan's Barbershop Inh. Abdo,Hauptgasse 7,5507,Mellingen,,Abdo,Jwan,
Kalbermatten Freelancer GmbH,Chilchachra 4,3922,Stalden VS,,Kalbermatten,Matthias,
Kara Grundstücke AG,Binzenstrasse 2,8044,Gockhausen,c/o Anne-Catherine Krüger-Zell,Karczewski,Maximilian Tom Joni,
Kara Grundstücke AG,Binzenstrasse 2,8044,Gockhausen,c/o Anne-Catherine Krüger-Zell,Flory,Stephan Charles,
Karrar Basler GmbH,Lischweg 2,4803,Vordemwald,,Albuslaimi,Karrar Dhakaa Khudhair,
Kasami Limousinen,Steigstrasse 55,8406,Winterthur,,Kasami,Sherif,
Käserei Tobler AG,Rohnenstrasse 4,9411,Schachen b. Reute,,Tobler,Marcel,
Kiddoland GmbH,Zürcherstrasse 17,8173,Neerach,,Martinez Varela,Ysmar Katherine,
Kiddoland GmbH,Zürcherstrasse 17,8173,Neerach,,Hefti,Juan Carlos René,
Kirill Bond,Dufourstrasse 59,8008,Zürich,,Bond,Kirill,
Klein & Clever Brönnimann,Burgweg 6,5246,Scherz,c/o Annika Brönnimann,Brönnimann,Annika Lisa,
Kleineherzen Iljazovic,Nordstrasse 18,9450,Altstätten SG,,Iljazovic,Sanela,
knotcom GmbH,Ackersteinstrasse 86,8049,Zürich,c/o Stephan Rütti,Rütti,Stephan Markus,
Kodra Immobilien AG,Baarerstrasse 14,6300,Zug,,Elezi,Elham,
Koide Handel,Schützenstrasse 62,8400,Winterthur,,Koide,Monsegueha Emeric Vital,
Kolbicz IT,Haslenmühle 2005,9200,Gossau SG,,Kolbicz,Christoph,
Kooplinka Inhaberin Olga Roth-Koop,Alpsteinstrasse 22,8590,Romanshorn,,Roth-Koop,Olga,
Kooplinka Inhaberin Olga Roth-Koop,Alpsteinstrasse 22,8590,Romanshorn,,Koop,Roman,
"KOWO Bonn Service Wohnen AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Brupbacher,Adrian,
"KOWO Bonn Service Wohnen AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Künzi,Urs,
"KOWO Bonn Service Wohnen AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Novacek,Ralf Matthias,
"KOWO Bonn Service Wohnen AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Czok,Dr. Wojciech Benedikt,
"KOWO Bonn Service Wohnen AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Gmünder,Alfred,
"KOWO Bonn Service Wohnen AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Sturzenegger,Andreas,
"KOWO Tutzing Service Wohnen AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Brupbacher,Adrian,
"KOWO Tutzing Service Wohnen AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Künzi,Urs,
"KOWO Tutzing Service Wohnen AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Novacek,Ralf Matthias,
"KOWO Tutzing Service Wohnen AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Czok,Dr. Wojciech Benedikt,
"KOWO Tutzing Service Wohnen AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Gmünder,Alfred,
"KOWO Tutzing Service Wohnen AG, Zürich",Claridenstrasse 34,8002,Zürich,c/o ASAA Anlagestiftung Schweizer Ärztinnen und Ärzte,Sturzenegger,Andreas,
Krammel Consulting GmbH,Oberstrasse 159,9000,St. Gallen,,Krammel,Andreas Florian,
Kreiselbeck AG,Rohrstrasse 43,3507,Biglen,,Wälti,Karin,
Kreiselbeck AG,Rohrstrasse 43,3507,Biglen,,Läderach-Wälti,Manuela,
Kreiselbeck AG,Rohrstrasse 43,3507,Biglen,,Wälti,Erika,
Kreiselbeck AG,Rohrstrasse 43,3507,Biglen,,Wälti,Johann,
Kreiselbeck AG,Rohrstrasse 43,3507,Biglen,,Wälti,Michael,
Kristallwelten Haas,Rychenbergstrasse 1,8400,Winterthur,,Haas,Franziska,
KTV Entertainment GmbH,Rothusstrasse 21,6331,Hünenberg,c/o R.O.E. Consulting GmbH,Steiner,Michael Thomas,
KTV Entertainment GmbH,Rothusstrasse 21,6331,Hünenberg,c/o R.O.E. Consulting GmbH,Steiner,Samantha,
KTV Entertainment GmbH,Rothusstrasse 21,6331,Hünenberg,c/o R.O.E. Consulting GmbH,Dobrauz-Saldapenna 1858 AG (CHE-275.006.917),,
KTV Entertainment GmbH,Rothusstrasse 21,6331,Hünenberg,c/o R.O.E. Consulting GmbH,Zumisco AG (CHE-179.621.007),,
KTV Entertainment GmbH,Rothusstrasse 21,6331,Hünenberg,c/o R.O.E. Consulting GmbH,Bohli,Andreas Werner,
Kulaber Facility,Waldshuterstrasse 13,4310,Rheinfelden,,Kulaber,Ahmet Mert,
Kumpir Bäckerei Inh. MAMO,Bahnhofstrasse 20,8307,Effretikon,,Mamo,Ager,
Kybeliahaus AG,Hompelistrasse 45,9008,St. Gallen,c/o Germann Nadja,Germann von Wyss,Nadja,
Kybeliahaus AG,Hompelistrasse 45,9008,St. Gallen,c/o Germann Nadja,Kipfer,Dominique,
Kybeliahaus AG,Hompelistrasse 45,9008,St. Gallen,c/o Germann Nadja,Schmidt,Nathalie,
Kybeliahaus AG,Hompelistrasse 45,9008,St. Gallen,c/o Germann Nadja,Felder,Leonie,
Kybeliahaus AG,Hompelistrasse 45,9008,St. Gallen,c/o Germann Nadja,Haeny,Selina,
Kybeliahaus AG,Hompelistrasse 45,9008,St. Gallen,c/o Germann Nadja,Trewitax St. Gallen AG (CHE-109.857.332),,
LADANY. HOTTINGER,Wehntalerstrasse 475,8046,Zürich,,Hottinger,Daniela,
Lambdaplan GmbH,Grund 57,6474,Amsteg,,Keusch,Donat Rafael,
LAMIRR BRAND RADZIK,Langwisenstrasse 14a,8103,Unterengstringen,,Radzik,Roksana,
Ländli Immobilien GmbH,Ländliweg 9a,5400,Baden,,Frey,Janina,
Ländli Immobilien GmbH,Ländliweg 9a,5400,Baden,,Frey,Thomas,
Leikki GmbH,Alte Kalchbühlstrasse 17,8038,Zürich,,Nicholas,Zoë Ruth,
"Libera Sport, Inh. Matoshi-Ferizi",Unterdorfstrasse 34,5612,Villmergen,,Matoshi-Ferizi,Dardania,
"Libera Sport, Inh. Matoshi-Ferizi",Unterdorfstrasse 34,5612,Villmergen,,Kulac,Nil,
LinManagement GmbH,Via Suot Mulin 11,7505,Celerina/Schlarigna,,Lindegger,Josette,
Little Lux Play KLG,Brunnmatt 5,6330,Cham,,Arsenovic,Radojka,
Little Lux Play KLG,Brunnmatt 5,6330,Cham,,Salatic,Slavica,
Liverfool Take Away Yousef,Repfergasse 24,8200,Schaffhausen,,Yousef,Suliman,
Livio Stünzi Veränderungsbegleiter / Trainer,Mooswiesen 4,9322,Egnach,,Stünzi,Livio,
L&L Consulting Schweiz GmbH,Churerstrasse 21,8852,Altendorf,c/o Marco Ilic,Ilic,Marco,
L&L Consulting Schweiz GmbH,Churerstrasse 21,8852,Altendorf,c/o Marco Ilic,Ilic,Marijana,
Lohnbetrieb Kunz,Huebstrasse 26,8636,Wald ZH,,Kunz,Colin,
Lohnbetrieb Kunz,Huebstrasse 26,8636,Wald ZH,,Kunz,Sina,
LOL TAXI DONISAN EF,Hofackerstrasse 40,4132,Muttenz,c/o sitEX Coworking Concepts AG,Donisan,Andreea-Mariana,
Los ibéricos Garcia Cerrillo,Eichtalstrasse 53,8634,Hombrechtikon,,Garcia Cerrillo,Luis,
L + P Holding AG,Limmatstrasse 55,5412,Vogelsang AG,,Huwiler,Peter,
L + P Holding AG,Limmatstrasse 55,5412,Vogelsang AG,,Wullschleger,Levin,
LUDWIG&HAI GmbH,Reuchenettestrasse 24,2502,Biel/Bienne,,Hischier,Ludwig,
Lukesound Egli,Usterstrasse 67B,8620,Wetzikon ZH,,Egli,Lukas,
Lük's Heizung Sanitär GmbH,Leissigenstrasse 6,3704,Krattigen,,Pfäffli,Lukas Cédric,
Lük's Heizung Sanitär GmbH,Leissigenstrasse 6,3704,Krattigen,,Pfäffli-Eggen,Susanna,
Lux Keramik GmbH,Murgstrasse 37,9545,Wängi,,Ramaj,Franglin,
Maag Strategie & Akquise,Schönauweg 18,8052,Zürich,c/o Emanuel Maag,Maag,Emanuel Martin,
"Magic World, Inh. Ammendolia",Affolterstrasse 4,4552,Derendingen,,Ammendolia,Francesco,
Maleratelier Forrer GmbH,Spittelhofstrasse 43,4105,Biel-Benken BL,,Forrer,Andrea Daniela,
Malerei Gantenbein GmbH,Rorschacher Strasse 205,9000,St. Gallen,,Gantenbein,Nicolai Adrian,
Maler Kärle GmbH,Luzernstrasse 42b,4552,Derendingen,,Ammann,Patrick,
malermeister brunner + meier GmbH,Lindenmattstrasse 11,5616,Meisterschwanden,,Meier,André,
malermeister brunner + meier GmbH,Lindenmattstrasse 11,5616,Meisterschwanden,,Brunner,Pascal Guido,
Mandato Financial Group AG,Zugerstrasse 46,6314,Unterägeri,,Kölliker,Adrian,
